"Código Pagamento";"Código Empenho";"Código Natureza Despesa Completa";"Subitem";"Valor Pago (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"158144264142024OB000045";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1750,00"
"158144264142024OB000046";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1800,00"
"158144264142024OB000047";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1750,00"
"158144264142024OB000048";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1800,00"
"158144264142024OB000049";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1800,00"
"158144264142024OB000050";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000051";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000052";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000053";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000054";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000055";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000056";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000057";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000058";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000059";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000060";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000061";"158144264142023NE001346";"33903965";"SERVICOS DE APOIO AO ENSINO";"0,00";"0,00";"0,00";"3437625,41"
"158144264142024OB000062";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000063";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000064";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000065";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000066";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000067";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000068";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000069";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000070";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000071";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1500,00"
"158144264142024OB000072";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000073";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000074";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000075";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000076";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000077";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000078";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000079";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000080";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000081";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000082";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000083";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000084";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000085";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000086";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000087";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000088";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000089";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000090";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000091";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000092";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000093";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000094";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000095";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000096";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000097";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000098";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000099";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000100";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000101";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000102";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000103";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000104";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000105";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000106";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000107";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000108";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000109";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000110";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000111";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000112";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000113";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000114";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000115";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000116";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000117";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000118";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000119";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000120";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000121";"158144264142023NE000055";"33903702";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"888,21"
"158144264142024OB000122";"158144264142023NE000055";"33903702";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"13243,25"
"158144264142024OB000123";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000124";"158144264142023NE001261";"33904801";"AUXILIO A PESSOAS FISICAS";"0,00";"0,00";"0,00";"1105,00"
"158144264142024OB000125";"158144264142023NE001105";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"80,00"
"158144264142024OB000126";"158144264142023NE000107";"33903910";"LOCACAO DE IMOVEIS";"0,00";"0,00";"0,00";"8000,00"
"158144264142024OB000127";"158144264142023NE000344";"33903941";"FORNECIMENTO DE ALIMENTACAO";"0,00";"0,00";"0,00";"3325,00"
"158144264142024OB000128";"158144264142023NE000170";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"5278,64"
"158144264142024OB000129";"158144264142023NE001019";"33903941";"FORNECIMENTO DE ALIMENTACAO";"0,00";"0,00";"0,00";"2212,40"
"158144264142024OB000129";"158144264142023NE000515";"33903941";"FORNECIMENTO DE ALIMENTACAO";"0,00";"0,00";"0,00";"334,08"
"158144264142024OB000130";"158144264142023NE000513";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"57,81"
"158144264142024OB000131";"158144264142023NE000803";"44905234";"MAQUINAS, UTENSILIOS E EQUIPAMENTOS DIVERSOS";"0,00";"0,00";"0,00";"2240,00"
"158144264142024OB000132";"158144264142023NE000295";"33903969";"SEGUROS EM GERAL";"0,00";"0,00";"0,00";"80,49"
"158144264142024OB000133";"158144264142023NE001172";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"2671,61"
"158144264142024OB000134";"158144264142023NE000905";"33903702";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"16036,16"
"158144264142024OB000135";"158144264142023NE000513";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"98,71"
"158144264142024OB000136";"158144264142023NE001030";"33903959";"SERVICOS DE AUDIO, VIDEO E FOTO";"0,00";"0,00";"0,00";"5574,24"
"158144264142024OB000137";"158144264142023NE000106";"33903901";"ASSINATURAS DE PERIODICOS E ANUIDADES";"0,00";"0,00";"0,00";"1216,16"
"158144264142024OB000138";"158144264142023NE001293";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"100,00"
"158144264142024OB000139";"158144264142023NE000122";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"97,12"
"158144264142024OB000139";"158144264142023NE000699";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"2974,39"
"158144264142024OB000140";"158144264142023NE000031";"33901414";"DIARIAS NO PAIS";"0,00";"0,00";"0,00";"29,91"
"158144264142024OB000141";"158144264142023NE000090";"33903969";"SEGUROS EM GERAL";"0,00";"0,00";"0,00";"1236,19"
"158144264142024OB000142";"158144264142023NE000102";"33903947";"SERVICOS DE COMUNICACAO EM GERAL";"0,00";"0,00";"0,00";"4962,20"
"158144264142024OB000143";"158144264142023NE001402";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"145,37"
"158144264142024OB000144";"158144264142023NE000123";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"176,85"
"158144264142024OB000145";"158144264142023NE001402";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"924,89"
"158144264142024OB000145";"158144264142023NE000123";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"180,00"
"158144264142024OB000146";"158144264142023NE000513";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"497,23"
"158144264142024OB000147";"158144264142023NE000905";"33903702";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"2827,14"
"158144264142024OB000148";"158144264142023NE001172";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"653,03"
"158144264142024OB000149";"158144264142023NE000513";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"497,23"
"158144264142024OB000150";"158144264142022NE000913";"33903059";"MATERIAL PARA DIVULGACAO";"0,00";"0,00";"0,00";"5000,00"
"158144264142024OB000151";"158144264142023NE000513";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"-497,23"
"158145264272024OB000012";"158145264272023NE000537";"33904903";"AUXILIO-TRANSPORTE ESTAGIARIOS";"0,00";"0,00";"0,00";"14700,00"
"158145264272024OB000012";"158145264272023NE000425";"33909307";"INDENIZACAO DE MORADIA - PESSOAL CIVIL";"0,00";"0,00";"0,00";"15921,26"
"158145264272024OB000012";"158145264272023NE000621";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"7759,14"
"158145264272024OB000012";"158145264272023NE000412";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"975,40"
"158145264272024OB000013";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"4469,57"
"158145264272024OB000014";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"3351,37"
"158145264272024OB000015";"158145264272023NE000013";"31901107";"ABONO DE PERMANENCIA";"0,00";"0,00";"0,00";"250172,88"
"158145264272024OB000015";"158145264272023NE000013";"31901110";"ADICIONAL DE INSALUBRIDADE";"0,00";"0,00";"0,00";"73141,13"
"158145264272024OB000015";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"1422394,44"
"158145264272024OB000015";"158145264272023NE000013";"31901105";"INCORPORACOES";"0,00";"0,00";"0,00";"10062,70"
"158145264272024OB000015";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"5508,19"
"158145264272024OB000015";"158145264272023NE000013";"31901109";"ADICIONAL DE PERICULOSIDADE";"0,00";"0,00";"0,00";"13274,16"
"158145264272024OB000015";"158145264272023NE000013";"31901106";"VANTAGENS PERM.SENT.JUD.TRANS.JULGADO - CIVIL";"0,00";"0,00";"0,00";"1098,51"
"158145264272024OB000015";"158145264272023NE000013";"31901128";"VANTAGEM PECUNIARIA INDIVIDUAL";"0,00";"0,00";"0,00";"59,87"
"158145264272024OB000016";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"19097,68"
"158145264272024OB000017";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"891,16"
"158145264272024OB000018";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"47951,00"
"158145264272024OB000019";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"30932,27"
"158145264272024OB000020";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"224995,95"
"158145264272024OB000021";"158145264272023NE000012";"31900706";"CONTRIBUICAO PATRONAL - FUNPRESP LEI 12618/12";"0,00";"0,00";"0,00";"204616,25"
"158145264272024OB000022";"158145264272023NE000012";"31900706";"CONTRIBUICAO PATRONAL - FUNPRESP LEI 12618/12";"0,00";"0,00";"0,00";"4622,01"
"158145264272024OB000023";"158145264272023NE000010";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"469,01"
"158145264272024OB000024";"158145264272023NE000010";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"29546,87"
"158145264272024OB000025";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"5241,90"
"158145264272024OB000026";"158145264272023NE000228";"33909249";"AUXILIO-TRANPORTE";"0,00";"0,00";"0,00";"5650,40"
"158145264272024OB000026";"158145264272023NE000014";"31901632";"SUBSTITUICOES";"0,00";"0,00";"0,00";"68751,21"
"158145264272024OB000026";"158145264272023NE000013";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"4174448,73"
"158145264272024OB000026";"158145264272023NE000003";"33900805";"AUXILIO NATALIDADE ATIVO CIVIL";"0,00";"0,00";"0,00";"2874,32"
"158145264272024OB000026";"158145264272023NE000295";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"901,02"
"158145264272024OB000026";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"12290107,50"
"158145264272024OB000026";"158145264272023NE000004";"33900809";"AUXILIO-CRECHE CIVIL";"0,00";"0,00";"0,00";"171301,65"
"158145264272024OB000026";"158145264272023NE000468";"33909208";"OUTROS BENEF.ASSIST.DO SERVIDOR E DO MILITAR";"0,00";"0,00";"0,00";"1155,60"
"158145264272024OB000026";"158145264272023NE000013";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"685987,90"
"158145264272024OB000026";"158145264272023NE000182";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"638,88"
"158145264272024OB000026";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"100000,70"
"158145264272024OB000026";"158145264272023NE000076";"33903607";"ESTAGIARIOS";"0,00";"0,00";"0,00";"59088,38"
"158145264272024OB000026";"158145264272023NE000443";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"130,93"
"158145264272024OB000026";"158145264272023NE000017";"31900413";"13¤ SALARIO - CONTRATO TEMPORARIO";"0,00";"0,00";"0,00";"40351,31"
"158145264272024OB000026";"158145264272023NE000009";"33900421";"AUXILIO-ALIMENTACAO";"0,00";"0,00";"0,00";"172314,63"
"158145264272024OB000026";"158145264272023NE000598";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1181,21"
"158145264272024OB000026";"158145264272023NE000008";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"1741939,83"
"158145264272024OB000026";"158145264272023NE000007";"33900423";"AUXILIO-TRANSPORTE";"0,00";"0,00";"0,00";"49539,96"
"158145264272024OB000026";"158145264272023NE000412";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"181,07"
"158145264272024OB000026";"158145264272023NE000013";"31901143";"13º SALARIO";"0,00";"0,00";"0,00";"7631076,90"
"158145264272024OB000026";"158145264272023NE000125";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"13228,99"
"158145264272024OB000026";"158145264272023NE000306";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"3366449,99"
"158145264272024OB000026";"158145264272023NE000181";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"319,44"
"158145264272024OB000026";"158145264272023NE000005";"33900422";"AUXILIO-CRECHE";"0,00";"0,00";"0,00";"12535,05"
"158145264272024OB000026";"158145264272023NE000628";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"4245,66"
"158145264272024OB000026";"158145264272023NE000465";"33909236";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"0,00";"0,00";"0,00";"235,17"
"158145264272024OB000026";"158145264272023NE000183";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"638,88"
"158145264272024OB000026";"158145264272023NE000006";"33904901";"AUXILIO-TRANSPORTE CIVIS";"0,00";"0,00";"0,00";"279340,43"
"158145264272024OB000026";"158145264272023NE000604";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"851,16"
"158145264272024OB000026";"158145264272023NE000013";"31901133";"GRAT POR EXERCICIO DE FUNCOES COMISSIONADAS";"0,00";"0,00";"0,00";"299713,36"
"158145264272024OB000026";"158145264272023NE000010";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"310274,47"
"158145264272024OB000026";"158145264272023NE000016";"31909211";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"35637,67"
"158145264272024OB000026";"158145264272023NE000015";"31909114";"SENT.JUD.NAO TRANS JULG CARAT CONT AT CIVIL";"0,00";"0,00";"0,00";"24072,18"
"158145264272024OB000026";"158145264272023NE000013";"31901141";"GRATIFICACAO POR ATIVIDADES EXPOSTAS";"0,00";"0,00";"0,00";"1040,82"
"158145264272024OB000026";"158145264272023NE000013";"31901137";"GRATIFICACAO DE TEMPO DE SERVICO";"0,00";"0,00";"0,00";"124975,67"
"158145264272024OB000027";"158145264272023NE000013";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"1595293,04"
"158145264272024OB000028";"158145264272023NE000018";"31900106";"13 SALARIO - PESSOAL CIVIL";"0,00";"0,00";"0,00";"17395,12"
"158145264272024OB000028";"158145264272023NE000017";"31900414";"FERIAS - ABONO CONSTITUCIONAL - CONTRATO TEMPORARIO";"0,00";"0,00";"0,00";"75453,73"
"158145264272024OB000028";"158145264272023NE000017";"31900416";"FERIAS PAGAMENTO ANTECIPADO - CONTRATOS TEMPORARIOS";"0,00";"0,00";"0,00";"21136,11"
"158145264272024OB000028";"158145264272023NE000016";"31909204";"CONTRATACAO POR TEMPO DETERMINADO";"0,00";"0,00";"0,00";"66079,12"
"158145264272024OB000028";"158145264272023NE000017";"31900412";"FERIAS VENCIDAS/PROPORCIONAIS - CONTRATO TEMPORARIO";"0,00";"0,00";"0,00";"39502,85"
"158145264272024OB000028";"158145264272023NE000018";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"39932,07"
"158145264272024OB000028";"158145264272023NE000017";"31900401";"SALARIO CONTRATO TEMPORARIO";"0,00";"0,00";"0,00";"981173,28"
"158145264272024OB000028";"158145264272023NE000013";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"4727607,79"
"158145264272024OB000028";"158145264272023NE000019";"31900303";"13 SALARIO - PENSOES CIVIS";"0,00";"0,00";"0,00";"1727,64"
"158145264272024OB000028";"158145264272023NE000013";"31901142";"FERIAS VENCIDAS E PROPORCIONAIS";"0,00";"0,00";"0,00";"28632,45"
"158145264272024OB000028";"158145264272023NE000013";"31901146";"FERIAS - PAGAMENTO ANTECIPADO";"0,00";"0,00";"0,00";"883659,62"
"158145264272024OB000029";"158145264272023NE000018";"31900187";"COMPLEMENTACAO DE APOSENTADORIAS - PES CIVIL";"0,00";"0,00";"0,00";"4721,49"
"158145264272024OB000029";"158145264272023NE000018";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"1301284,42"
"158145264272024OB000029";"158145264272023NE000020";"31909115";"SENT.JUD.NAO TRANS JULG CARAT CONT INAT CIVIL";"0,00";"0,00";"0,00";"40093,90"
"158145264272024OB000029";"158145264272023NE000019";"31900301";"PENSOES CIVIS";"0,00";"0,00";"0,00";"44050,42"
"158145264272024OB000029";"158145264272023NE000018";"31900116";"APOSENT ORIGINARIA DE SUBSIDIOS - PESSOAL CIV";"0,00";"0,00";"0,00";"26319,79"
"158145264272024OB000029";"158145264272023NE000018";"31900109";"ADICIONAL POR TEMPO DE SERVICO PESSOAL CIVIL";"0,00";"0,00";"0,00";"495793,32"
"158145264272024OB000029";"158145264272023NE000018";"31900134";"VANTAGENS PERMANENTES SENT.TRANSIT.JULG.CIVIL";"0,00";"0,00";"0,00";"1066,76"
"158145264272024OB000030";"158145264272023NE000019";"31900386";"COMPLEMENTACAO DE PENSOES - PESSOAL CIVIL";"0,00";"0,00";"0,00";"33084,08"
"158145264272024OB000030";"158145264272023NE000019";"31900301";"PENSOES CIVIS";"0,00";"0,00";"0,00";"53384,30"
