"Código Liquidação";"Código Empenho";"Código Natureza Despesa Completa";"Subitem";"Valor Liquidado (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"158305264122024NS000012";"158305264122023NE000284";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"158305264122024NS000017";"158305264122023NE000255";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"158305264122024NS000019";"158305264122023NE000383";"33903039";"MATERIAL P/ MANUTENCAO DE VEICULOS";"0,00";"0,00";"0,00";"0,00"
"158305264122024NS000021";"158305264122023NE000333";"33903026";"MATERIAL ELETRICO E ELETRONICO";"0,00";"0,00";"0,00";"0,00"
"158317264052024NS000011";"158317264052023NE000228";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"158317264052024NS000012";"158317264052023NE000230";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"158317264052024NS000013";"158317264052023NE000226";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"158327264192024NS000006";"158327264192023NE000098";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"0,00"
"158327264192024NS000080";"158327264192023NE000087";"33903905";"SERVICOS TECNICOS PROFISSIONAIS";"0,00";"0,00";"0,00";"0,00"
"158327264192024NS000116";"158327264192023NE000114";"33903984";"SERVICOS DE OUTSOURCING - ALMOX VIRTUAL (IN 51/2021)";"0,00";"0,00";"0,00";"0,00"
"158344264392024NS000008";"158344264392023NE000041";"33903029";"MATERIAL P/ AUDIO, VIDEO E FOTO";"0,00";"0,00";"0,00";"0,00"
"158392264232024NS000003";"158392264232023NE000028";"33903702";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"0,00"
"158395264322024NS000011";"158395264322023NE000240";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"158397264322024NS000017";"158397264322023NE000095";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000006";"158413264112023NE000412";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000007";"158413264112023NE000412";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000009";"158413264112023NE000412";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000010";"158413264112023NE000413";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000011";"158413264112023NE000413";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000012";"158413264112023NE000394";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000013";"158413264112023NE000394";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000016";"158413264112023NE000394";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000022";"158413264112023NE000393";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000023";"158413264112023NE000376";"33903018";"MATERIAIS E MEDICAMENTOS P/ USO VETERINARIO";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000024";"158413264112023NE000401";"33903016";"MATERIAL DE EXPEDIENTE";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000025";"158413264112023NE000396";"33903006";"ALIMENTOS PARA ANIMAIS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000026";"158413264112023NE000328";"44905212";"APARELHOS E UTENSILIOS DOMESTICOS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000027";"158413264112023NE000343";"44905212";"APARELHOS E UTENSILIOS DOMESTICOS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000053";"158413264112023NE000319";"33903018";"MATERIAIS E MEDICAMENTOS P/ USO VETERINARIO";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000080";"158413264112023NE000331";"44905212";"APARELHOS E UTENSILIOS DOMESTICOS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000081";"158413264112023NE000334";"44905212";"APARELHOS E UTENSILIOS DOMESTICOS";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000083";"158413264112023NE000332";"44905208";"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000095";"158413264112023NE000063";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000095";"158413264112023NE000036";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000129";"158413264112023NE000063";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"0,00"
"158413264112024NS000129";"158413264112023NE000036";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"0,00"
"158423264062024NS000001";"158423264062023NE000150";"33903026";"MATERIAL ELETRICO E ELETRONICO";"0,00";"0,00";"0,00";"0,00"
"158427264062024NS000002";"158427264062023NE000167";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"158428264062024NS000009";"158428264062023NE000155";"33903014";"MATERIAL EDUCATIVO E ESPORTIVO";"0,00";"0,00";"0,00";"0,00"
"158432264292024NS000001";"158432264292021NE000064";"44905234";"MAQUINAS, UTENSILIOS E EQUIPAMENTOS DIVERSOS";"0,00";"0,00";"0,00";"0,00"
"158432264292024NS000067";"158432264292023NE000039";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"0,00"
"158463264182024NS000138";"158463264182023NE000047";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"158478264182024NS000007";"158478264182023NE000100";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"158478264182024NS000015";"158478264182023NE000104";"33903017";"MATERIAL DE TIC - MATERIAL DE CONSUMO";"0,00";"0,00";"0,00";"0,00"
"158478264182024NS000016";"158478264182023NE000105";"33903017";"MATERIAL DE TIC - MATERIAL DE CONSUMO";"0,00";"0,00";"0,00";"0,00"
"158478264182024NS000018";"158478264182023NE000114";"33903042";"FERRAMENTAS";"0,00";"0,00";"0,00";"0,00"
"158478264182024NS000026";"158478264182023NE000112";"33903017";"MATERIAL DE TIC - MATERIAL DE CONSUMO";"0,00";"0,00";"0,00";"0,00"
"158488264332024NS000016";"158488264332023NE000061";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"158526264392024NS000004";"158526264392023NE000077";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"158563264032024NS000049";"158563264032023NE000141";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"158563264032024NS000215";"158563264032023NE000129";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"158711264392024NS000013";"158711264392023NE000107";"33903026";"MATERIAL ELETRICO E ELETRONICO";"0,00";"0,00";"0,00";"0,00"
"158711264392024NS000014";"158711264392023NE000110";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"158711264392024NS000015";"158711264392023NE000116";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"158711264392024NS000016";"158711264392023NE000129";"33903014";"MATERIAL EDUCATIVO E ESPORTIVO";"0,00";"0,00";"0,00";"0,00"
"158745264192024NS000013";"158745264192023NE000099";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"0,00"
"158745264192024NS000014";"158745264192023NE000099";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"0,00"
"158750264392024NS000002";"158750264392023NE000068";"33903014";"MATERIAL EDUCATIVO E ESPORTIVO";"0,00";"0,00";"0,00";"0,00"
"158750264392024NS000134";"158750264392023NE000075";"33903014";"MATERIAL EDUCATIVO E ESPORTIVO";"0,00";"0,00";"0,00";"0,00"
"158951264052024NS000153";"158951264052023NE000051";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"158951264052024NS000154";"158951264052023NE000051";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"158955264052024NS000003";"158955264052023NE000131";"33903014";"MATERIAL EDUCATIVO E ESPORTIVO";"0,00";"0,00";"0,00";"0,00"
"158957264052024NS000014";"158957264052023NE600051";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"158957264052024NS000015";"158957264052023NE600050";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"158957264052024NS000018";"158957264052023NE600031";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"158957264052024NS000019";"158957264052023NE600050";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"158958264052024NS000012";"158958264052023NE000142";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"158958264052024NS000013";"158958264052023NE000143";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"158958264052024NS000016";"158958264052023NE000130";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"158958264052024NS000018";"158958264052023NE000130";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000004";"160122000012023NE000761";"33903027";"MATERIAL DE MANOBRA E PATRULHAMENTO";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000005";"160122000012023NE000796";"33903016";"MATERIAL DE EXPEDIENTE";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000006";"160122000012023NE000763";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000006";"160122000012023NE000763";"33903025";"MATERIAL P/ MANUTENCAO DE BENS MOVEIS";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000007";"160122000012023NE000765";"33903019";"MATERIAL DE ACONDICIONAMENTO E EMBALAGEM";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000007";"160122000012023NE000765";"33903021";"MATERIAL DE COPA E COZINHA";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000007";"160122000012023NE000765";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000008";"160122000012023NE000790";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000009";"160122000012023NE000822";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000010";"160122000012023NE000859";"33903016";"MATERIAL DE EXPEDIENTE";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000010";"160122000012023NE000859";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000011";"160122000012023NE000830";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000012";"160122000012023NE000857";"33903016";"MATERIAL DE EXPEDIENTE";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000012";"160122000012023NE000857";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000013";"160122000012023NE000856";"33903016";"MATERIAL DE EXPEDIENTE";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000013";"160122000012023NE000856";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"160122000012024NS000014";"160122000012023NE000545";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"167122000012024NS000001";"167122000012023NE000726";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"167122000012024NS000002";"167122000012023NE000731";"33903042";"FERRAMENTAS";"0,00";"0,00";"0,00";"0,00"
"167122000012024NS000002";"167122000012023NE000723";"33903026";"MATERIAL ELETRICO E ELETRONICO";"0,00";"0,00";"0,00";"0,00"
"170010000012024NS000002";"170010000012023NE000001";"33901414";"DIARIAS NO PAIS";"0,00";"0,00";"281,83";"0,00"
"170038000012024NS000071";"170038000012023NE000546";"44905251";"PECAS NAO INCORPORAVEIS A IMOVEIS";"0,00";"0,00";"0,00";"0,00"
"170038000012024NS000284";"170038000012023NE000536";"44905242";"MOBILIARIO EM GERAL";"0,00";"0,00";"0,00";"0,00"
"170097000012024NS000015";"170097000012023NE000152";"33903021";"MATERIAL DE COPA E COZINHA";"0,00";"0,00";"0,00";"0,00"
"170097000012024NS000017";"170097000012023NE000155";"33903021";"MATERIAL DE COPA E COZINHA";"0,00";"0,00";"0,00";"0,00"
"170097000012024NS000023";"170097000012023NE000154";"33903026";"MATERIAL ELETRICO E ELETRONICO";"0,00";"0,00";"0,00";"0,00"
"170097000012024NS000023";"170097000012023NE000154";"33903021";"MATERIAL DE COPA E COZINHA";"0,00";"0,00";"0,00";"0,00"
"170116000012024NS000095";"170116000012023NE000264";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"170217000012024NS000319";"170217000012023NE000349";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"170600000012024NS000002";"170600000012024NE000010";"46907601";"REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA";"1149542088,10";"0,00";"0,00";"0,00"
"170600000012024NS000002";"170600000012024NE000012";"32902301";"JUROS DA DIVIDA MOBILIARIA";"1310901523,47";"0,00";"0,00";"0,00"
"170600000012024NS000002";"170600000012024NE000007";"46907601";"REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA";"1057289,30";"0,00";"0,00";"0,00"
"170600000012024NS000002";"170600000012024NE000011";"46907603";"ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA";"30378034,75";"0,00";"0,00";"0,00"
"170600000012024NS000002";"170600000012024NE000008";"46907603";"ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA";"210956,61";"0,00";"0,00";"0,00"
"170600000012024NS000003";"170600000012024NE000006";"32902301";"JUROS DA DIVIDA MOBILIARIA";"14894036838,67";"0,00";"0,00";"0,00"
"170600000012024NS000003";"170600000012024NE000004";"46907601";"REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA";"61505140844,04";"0,00";"0,00";"0,00"
"170600000012024NS000003";"170600000012024NE000005";"46907603";"ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA";"19233139702,36";"0,00";"0,00";"0,00"
"170600000012024NS000003";"170600000012024NE000003";"32902301";"JUROS DA DIVIDA MOBILIARIA";"18472857338,69";"0,00";"0,00";"0,00"
"170600000012024NS000003";"170600000012024NE000001";"46907601";"REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA";"234346786559,73";"0,00";"0,00";"0,00"
"170600000012024NS000003";"170600000012024NE000002";"46907603";"ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA";"52970314788,56";"0,00";"0,00";"0,00"
"170605000012024NS000152";"170605000012023NE000326";"33903301";"PASSAGENS PARA O PAIS";"0,00";"0,00";"0,00";"0,00"
"173057178042024NS001213";"173057178042023NE000780";"33904710";"TAXAS";"0,00";"0,00";"0,00";"0,00"
"173057178042024NS001214";"173057178042023NE000052";"33903979";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"0,00"
"173057178042024NS001215";"173057178042023NE007746";"44905233";"EQUIPAMENTOS PARA AUDIO, VIDEO E FOTO";"0,00";"0,00";"0,00";"0,00"
"173057178042024NS001216";"173057178042023NE000770";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"0,00"
"173057178042024NS001217";"173057178042023NE000705";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"0,00"
"173057178042024NS001218";"173057178042023NE000708";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"0,00"
"183038188012024NS000020";"183038188012023NE000300";"33903010";"MATERIAL ODONTOLOGICO";"0,00";"0,00";"0,00";"0,00"
"183038188012024NS000021";"183038188012023NE000295";"33903010";"MATERIAL ODONTOLOGICO";"0,00";"0,00";"0,00";"0,00"
"183038188012024NS000027";"183038188012023NE000298";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"183038188012024NS000027";"183038188012023NE000298";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"183038188012024NS000030";"183038188012023NE000301";"33903010";"MATERIAL ODONTOLOGICO";"0,00";"0,00";"0,00";"0,00"
"194018192082024NS000001";"194018192082023NE000177";"33903021";"MATERIAL DE COPA E COZINHA";"0,00";"0,00";"6872,10";"0,00"
"194018192082024NS000001";"194018192082023NE000177";"33903004";"GAS E OUTROS MATERIAIS ENGARRAFADOS";"0,00";"0,00";"630,00";"0,00"
"194026192082024NS000095";"194026192082023NE000072";"33903977";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"0,00";"0,00";"0,00";"0,00"
"194035192082024NS000032";"194035192082023NE000317";"44905241";"EQUIPAMENTOS DE TIC - COMPUTADORES";"0,00";"0,00";"0,00";"0,00"
"194035192082024NS000177";"194035192082023NE000259";"33903023";"UNIFORMES, TECIDOS E AVIAMENTOS";"0,00";"0,00";"0,00";"0,00"
"195006112012024NS000373";"195006112012024NE480001";"33901414";"DIARIAS NO PAIS";"1286,58";"0,00";"0,00";"0,00"
"195006112012024NS000373";"195006112012024NE480001";"33901417";"DIARIAS NAO COMPENSAVEIS";"304,92";"0,00";"0,00";"0,00"
"195006112012024NS000543";"195006112012023NE400004";"31900701";"CONTRIBUICAO PATRONAL PREVIDENCIA PRIVADA";"0,00";"0,00";"718300,79";"0,00"
"240217000012024NS000003";"240217000012023NE000195";"33903974";"FRETES E TRANSPORTES DE ENCOMENDAS";"0,00";"0,00";"0,00";"0,00"
"240217000012024NS000005";"240217000012023NE000668";"33904718";"CONTRIB.PREVIDENCIARIAS-SERVICOS DE TERCEIROS";"0,00";"0,00";"0,00";"0,00"
"240217000012024NS000007";"240217000012023NE000233";"33903944";"SERVICOS DE AGUA E ESGOTO";"0,00";"0,00";"0,00";"0,00"
"240217000012024NS000009";"240217000012023NE000211";"33903978";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"0,00"
"240217000012024NS000009";"240217000012023NE000211";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"0,00"
"250032000012024NS000001";"250032000012023NE000029";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"250110000012024NS000147";"250110000012023NE000710";"44904001";"DESENVOLVIMENTO DE SOFTWARE";"0,00";"0,00";"0,00";"0,00"
"250110000012024NS000147";"250110000012023NE000711";"33904007";"MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES";"0,00";"0,00";"0,00";"0,00"
"250110000012024NS000647";"250110000012023NE000649";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"257021000012024NS000138";"257021000012023NE000160";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"257023000012024NS000105";"257023000012023NE000308";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257024000012024NS000022";"257024000012023NE000282";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS000085";"257027000012023NE000260";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS000115";"257027000012023NE000257";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS000121";"257027000012023NE000337";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS000123";"257027000012023NE000257";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS000125";"257027000012023NE000346";"33903026";"MATERIAL ELETRICO E ELETRONICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS000858";"257027000012023NE000261";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS002209";"257027000012023NE000123";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS002210";"257027000012023NE000123";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS002211";"257027000012023NE000156";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS002212";"257027000012023NE000156";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS002213";"257027000012023NE000195";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257027000012024NS002214";"257027000012023NE000195";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257034000012024NS000197";"257034000012023NE000414";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"257034000012024NS000198";"257034000012023NE000415";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"257034000012024NS000199";"257034000012023NE000416";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"257034000012024NS000200";"257034000012023NE000416";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"257034000012024NS000204";"257034000012023NE000424";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257034000012024NS000206";"257034000012023NE000458";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257034000012024NS000209";"257034000012023NE000458";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257034000012024NS000210";"257034000012023NE000458";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257034000012024NS000215";"257034000012023NE000467";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257040000012024NS000012";"257040000012023NE000258";"33903010";"MATERIAL ODONTOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257040000012024NS000013";"257040000012023NE000233";"33903010";"MATERIAL ODONTOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257040000012024NS000018";"257040000012023NE000260";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257040000012024NS000019";"257040000012023NE000259";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257040000012024NS000025";"257040000012023NE000229";"33903010";"MATERIAL ODONTOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257040000012024NS000027";"257040000012023NE000236";"33903010";"MATERIAL ODONTOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257040000012024NS000029";"257040000012023NE000263";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"257040000012024NS000031";"257040000012023NE000241";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"257040000012024NS000032";"257040000012023NE000209";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000004";"275060272082024NE000002";"31909602";"PESSOAL REQUISITADO DE OUTROS ENTES";"11098,13";"0,00";"0,00";"0,00"
"275060272082024NS000005";"275060272082024NE000001";"31909602";"PESSOAL REQUISITADO DE OUTROS ENTES";"7206,89";"0,00";"0,00";"0,00"
"275060272082024NS000033";"275060272082023NE003224";"33903916";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000034";"275060272082023NE003356";"33903947";"SERVICOS DE COMUNICACAO EM GERAL";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000035";"275060272082023NE003351";"33903917";"MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000037";"275060272082023NE003357";"33903916";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000038";"275060272082023NE003358";"33903965";"SERVICOS DE APOIO AO ENSINO";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000039";"275060272082023NE003355";"33903979";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000040";"275060272082023NE003352";"33903917";"MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000042";"275060272082023NE003354";"33904808";"VALE-CULTURA";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000043";"275060272082023NE003171";"33903921";"MANUTENCAO E CONSERV. DE ESTRADAS E VIAS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000044";"275060272082023NE401085";"33903919";"MANUTENCAO E CONSERV. DE VEICULOS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000045";"275060272082023NE401411";"33903948";"SERVICO DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000047";"275060272082023NE003353";"33903917";"MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000050";"275060272082021NE001555";"33903978";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000052";"275060272082023NE003350";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000052";"275060272082023NE003265";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000055";"275060272082023NE002568";"33903039";"MATERIAL P/ MANUTENCAO DE VEICULOS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000056";"275060272082023NE401310";"33903054";"MATERIAL P/MANUT.CONSERV.DE ESTRADAS E VIAS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000059";"275060272082023NE401310";"33903054";"MATERIAL P/MANUT.CONSERV.DE ESTRADAS E VIAS";"0,00";"0,00";"0,00";"0,00"
"275060272082024NS000088";"275060272082023NE400871";"33903054";"MATERIAL P/MANUT.CONSERV.DE ESTRADAS E VIAS";"0,00";"0,00";"0,00";"0,00"
