"Código Liquidação";"Código Liquidação Resumido";"Data Emissão";"Código Tipo Documento";"Tipo Documento";"Código Órgão Superior";"Órgão Superior";"Código Órgão";"Órgão";"Código Unidade Gestora";"Unidade Gestora";"Código Gestão";"Gestão";"Código Favorecido";"Favorecido";"Observação";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Código Plano Orçamentário";"Plano Orçamentário";"Código Programa Governo";"Nome Programa Governo"
"366003362102024NS001310";"2024NS001310";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"36000";"Ministério da Saúde";"36210";"Hospital Nossa Senhora da Conceição S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"33100082000529";"E TAMUSSINO E CIA LTDA";"NF 40007 ORTESES E PROTESES HNSC, SEST D392 SEST D392 DOC. 02/01/2024";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"Sem informação"
"366003362102024NS001309";"2024NS001309";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"36000";"Ministério da Saúde";"36210";"Hospital Nossa Senhora da Conceição S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"33100082000529";"E TAMUSSINO E CIA LTDA";"NF 40038 ORTESES E PROTESES HNSC, SEST D392 SEST D392 DOC. 02/01/2024";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"Sem informação"
"366003362102024NS001308";"2024NS001308";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"36000";"Ministério da Saúde";"36210";"Hospital Nossa Senhora da Conceição S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"33100082000529";"E TAMUSSINO E CIA LTDA";"NF 40011 ORTESES E PROTESES HNSC, SEST D392 SEST D392 DOC. 02/01/2024";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"Sem informação"
"366003362102024NS001307";"2024NS001307";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"36000";"Ministério da Saúde";"36210";"Hospital Nossa Senhora da Conceição S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"33100082000529";"E TAMUSSINO E CIA LTDA";"NF 40032 ORTESES E PROTESES HNSC, SEST D392 SEST D392 DOC. 02/01/2024";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"Sem informação"
"366003362102024NS000979";"2024NS000979";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"36000";"Ministério da Saúde";"36210";"Hospital Nossa Senhora da Conceição S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"07090403000118";"TRIMEDCALL COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES";"NF 47036 MEDICAMENTOS HNSC, SEST D331 SEST D331 DOC. 02/01/2024";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"Sem informação"
"366003362102024NS000978";"2024NS000978";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"36000";"Ministério da Saúde";"36210";"Hospital Nossa Senhora da Conceição S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"07090403000118";"TRIMEDCALL COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES";"NF 47035 MEDICAMENTOS HNSC, SEST D331 SEST D331 DOC. 02/01/2024";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"Sem informação"
"366003362102024NS001152";"2024NS001152";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"36000";"Ministério da Saúde";"36210";"Hospital Nossa Senhora da Conceição S.A.";"366003";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"36210";"HOSPITAL NOSSA SENHORA DA CONCEICAO S/A";"43496995000136";"CIRURGICA SANTA HELENA LTDA";"NF 557 MATERIAL MEDICO HNSC, SEST D333 SEST D333 DOC. 02/01/2024";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0003";"CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO";"00";"Sem informação"
"155001152752024NS001235";"2024NS001235";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"14169702000108";"COOPERATIVA DE AGRICULTORES E AGROINDUSTRIAS FAMILIARES";"FORNECEDOR: 14.169.702/0001-08 - COOP DE AGRICULT E AGROIND FAMILIARES DE CAXIAS DO SUL LTDA - LIQUIDACAO DE DESPESA REF. A NF 100842, NR 1139064 R$ 2610 CCUSTO DE APLICACAO 44105, AF 151547/1";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"155915264432024NS000206";"2024NS000206";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155915";"HOSPITAL UNIVERSITARIO ANTONIO PEDRO";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"58950775000108";"COTACAO COM REPRESENTACAO IMPORTACAO E EXPORTACAO LTDA";"NF.35193 NRM/AGHU 14980 PROC.SEI 23818.000137/2024-31 RETENCOES TRIBUTARIAS CONFORME DISPOSITIVOS LEGAIS IN 1234/2012 ART.2º÷3ºE5º";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"155001152752024NS002533";"2024NS002533";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"FORNECEDOR: 05.274.036/0001-87 - VIA QUALITA SUPERMERCADO LTDA ME - LIQUIDACAO DE DESPESA REF. A NF 13007, NR 1139423 R$ 6953.85 CCUSTO DE APLICACAO 44105, AF 151512/2";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"155001152752024NS002532";"2024NS002532";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"FORNECEDOR: 05.274.036/0001-87 - VIA QUALITA SUPERMERCADO LTDA ME - LIQUIDACAO DE DESPESA REF. A NF 13008, NR 1139422 R$ 539.44 CCUSTO DE APLICACAO 44105, AF 151559/3";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"155001152752024NS002526";"2024NS002526";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"FORNECEDOR: 05.274.036/0001-87 - VIA QUALITA SUPERMERCADO LTDA ME - LIQUIDACAO DE DESPESA REF. A NF 13009, NR 1139411 R$ 1534.7 CCUSTO DE APLICACAO 44105, AF 151559/3";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"155001152752024NS002525";"2024NS002525";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"FORNECEDOR: 05.274.036/0001-87 - VIA QUALITA SUPERMERCADO LTDA ME - LIQUIDACAO DE DESPESA REF. A NF 13010, NR 1139410 R$ 271.2 CCUSTO DE APLICACAO 44105, AF 151512/2";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"155001152752024NS002523";"2024NS002523";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"05274036000187";"VIA QUALITA SUPERMERCADO LTDA";"FORNECEDOR: 05.274.036/0001-87 - VIA QUALITA SUPERMERCADO LTDA ME - LIQUIDACAO DE DESPESA REF. A NF 13011, NR 1139407 R$ 984 CCUSTO DE APLICACAO 44105, AF 151559/3";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"155915264432024NS000387";"2024NS000387";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155915";"HOSPITAL UNIVERSITARIO ANTONIO PEDRO";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"40600760000154";"LEMAN MEDICAMENTOS E CIA LTDA";"NF.8465 NRM/AGHU 15022 PROC.SEI 23818.000375/2024-46 RETENCOES TRIBUTARIAS CONFORME DISPOSITIVOS LEGAIS IN 1234/2012 ART.2ºo3ºE5º";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"155915264432024NS000386";"2024NS000386";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155915";"HOSPITAL UNIVERSITARIO ANTONIO PEDRO";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"40600760000154";"LEMAN MEDICAMENTOS E CIA LTDA";"NF.8480 NRM/AGHU 15017 PROC.SEI 23818.000374/2024-00 RETENCOES TRIBUTARIAS CONFORME DISPOSITIVOS LEGAIS IN 1234/2012 ART.2ºo3ºE5º";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"155915264432024NS000247";"2024NS000247";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155915";"HOSPITAL UNIVERSITARIO ANTONIO PEDRO";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"40600760000154";"LEMAN MEDICAMENTOS E CIA LTDA";"NF.8378 NRM/AGHU 14985 PROC.SEI 23818.000127/2024-03 RETENCOES TRIBUTARIAS CONFORME DISPOSITIVOS LEGAIS IN 1234/2012 ART.2º÷3ºE5º";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS";"00";"Sem informação"
"167122000012024NS000002";"2024NS000002";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167122";"55 BATALHAO DE INFANTARIA";"00001";"TESOURO NACIONAL";"08658622000113";"J. J. VITALLI";"AQUISICAO DE MATERIAL P/ MANUT DE BENS IMOVEIS. SI 24. 2023NE000731/723, NF 42230 E 42229 DE 13DEZ23 OPT SIMPLES. LIQ 20JAN24.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ADMINISTRACAO DA UNIDADE";"00";"Sem informação"
"167122000012024NS000001";"2024NS000001";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167122";"55 BATALHAO DE INFANTARIA";"00001";"TESOURO NACIONAL";"13857945000176";"FX COMERCIO E DISTRIBUIDORA LTDA";"AQUISICAO DE MATERIAL P/ MANUT DE BENS IMOVEIS/INSTALACOES. SI 24. 2023NE000726. NF 8401 DE 21DEZ2023. LIQ EM 02JAN2024";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"ADMINISTRACAO DA UNIDADE";"00";"Sem informação"
"155020264432024NS000238";"2024NS000238";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155020";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"67630541000174";"MEDCORP SAUDE TECNOLOGIA LTDA";"VR. AQUISICAO DE MATERIAL HOSPITALAR, REF. NF 308667, DOCUMENTO SEI 35609452, PROC. 23533.006003/2022-58, SEI 23533.039016/2023-94";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0002";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - EBSERH/HUFS";"00";"Sem informação"
"155020264432024NS000334";"2024NS000334";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155020";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"41836567000180";"KANIA COMERCIO DE PRODUTOS HOSPITALARES LTDA";"VR. AQUISICAO DE MATERIAL HOSPITALAR, REF. NF 1444, DOCUMENTO SEI 35596694, PROC. 23533.043626/2021-21, SEI 23533.041556/2023-38";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0002";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - EBSERH/HUFS";"00";"Sem informação"
"155020264432024NS000138";"2024NS000138";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155020";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"60665981000975";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"VR. AQUISICAO DE MATERIAL FARMACOLOGICO, REF. NF 812366, DOCUMENTO SEI 35523961, PROC. 23533.029328/2022-17, SEI 23533.041748/2023-44";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0002";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - EBSERH/HUFS";"00";"Sem informação"
"155020264432024NS000083";"2024NS000083";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155020";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"60665981000975";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"VR. AQUISICAO DE MATERIAL FARMACOLOGICO, REF. NF 812575, DOCUMENTO SEI 35524630, PROC. 23533.028226/2022-76, SEI 23533.041741/2023-22";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0002";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - EBSERH/HUFS";"00";"Sem informação"
"155915264432024NS000374";"2024NS000374";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155915";"HOSPITAL UNIVERSITARIO ANTONIO PEDRO";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"44734671002286";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"NF.278280 NRM/AGHU 15031 PROC.SEI 23818.000310/2024-09 RETENCOES TRIBUTARIAS CONFORME DISPOSITIVOS LEGAIS IN 1234/2012 ART.2ºo3ºE5º";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0002";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - EBSERH/HUFS";"00";"Sem informação"
"155020264432024NS000144";"2024NS000144";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155020";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"93741726000247";"EUROIMMUN BRASIL MEDICINA DIAGNOSTICA LTDA";"VR. AQUISICAO DE MATERIAL QUIMICO, REF. NF 21225, DOCUMENTO SEI 35629220, PROC. 23533.003189/2023-74, SEI 23533.041710/2023-71";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0002";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - EBSERH/HUFS";"00";"Sem informação"
"155020264432024NS000090";"2024NS000090";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155020";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"21595464000168";"UNI HOSPITALAR CEARA LTDA";"VR. AQUISICAO DE MATERIAL FARMACOLOGICO, REF. NF 13250, DOCUMENTO SEI 35600702, PROC. 23533.012234/2023-81, SEI 23533.000154/2024-64";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0002";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - EBSERH/HUFS";"00";"Sem informação"
"155020264432024NS000072";"2024NS000072";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155020";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"26443";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"21595464000168";"UNI HOSPITALAR CEARA LTDA";"VR. AQUISICAO DE MATERIAL FARMACOLOGICO, REF. NF 13248, DOCUMENTO SEI 35602188, PROC. 23533.040872/2022-10, SEI 23533.041744/2023-66";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0002";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - EBSERH/HUFS";"00";"Sem informação"
"155001152752024NS003429";"2024NS003429";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"03882840000113";"RBG PRODUTOS THERAPEUTICOS S/A";"FORNECEDOR: 03.882.840/0001-13 - RBG PRODUTOS THERAPEUTICOS SA - LIQUIDACAO DE DESPESA REF. A NF 752218, NR 1139267 R$ 1950 CCUSTO DE APLICACAO 44105, AF 152406/3";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS";"00";"Sem informação"
"155001152752024NS003450";"2024NS003450";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"03882840000113";"RBG PRODUTOS THERAPEUTICOS S/A";"FORNECEDOR: 03.882.840/0001-13 - RBG PRODUTOS THERAPEUTICOS SA - LIQUIDACAO DE DESPESA REF. A NF 752050, NR 1139300 R$ 475 CCUSTO DE APLICACAO 44105, AF 151932/5";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS";"00";"Sem informação"
"155001152752024NS003405";"2024NS003405";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"42227547000174";"MED4 IMPORTADORA E DISTRIBUIDORA LTDA";"FORNECEDOR: 42.227.547/0001-74 - MED4 IMPORTADORA E DISTRIBUIDORA LTDA - LIQUIDACAO DE DESPESA REF. A NF 1914, NR 1139227 R$ 500 CCUSTO DE APLICACAO 44300, AF 153137/23";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS";"00";"Sem informação"
"155001152752024NS001208";"2024NS001208";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"35334501000199";"INSTITUTO CALDEIRA";"FORNECEDOR: 35.334.501/0001-99 - INSTITUTO CALDEIRA - LIQUIDACAO DE DESPESA REF. A NF 5672, NR 1139366 R$ 3900 CCUSTO DE APLICACAO 10225, AF 149687/1";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"0000";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS";"00";"Sem informação"
"155001152752024NS001346";"2024NS001346";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"04919019000197";"ALFAPLAST COMERCIO DE PRODUTOS PARA LABORATORIOS LTDA";"FORNECEDOR: 04.919.019/0001-97 - ALFAPLAST COMERCIO DE PRODUTOS PARA LABORATORIOS LTDA - LIQUIDACAO DE DESPESA REF. A NF 16394, NR 1139169 R$ 360 CCUSTO DE APLICACAO 44300, AF 150785/2";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS";"00";"Sem informação"
"155001152752024NS001382";"2024NS001382";"02/01/2024";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"10807173000170";"MEDPOA COMERCIO DE MATERIAL HOSPITALAR LTDA";"FORNECEDOR: 10.807.173/0001-70 - MEDPOA COMERCIO DE MATERIAL HOSPITALAR LTDA - LIQUIDACAO DE DESPESA REF. A NF 43762, NR 1139083 R$ 250 CCUSTO DE APLICACAO 44300, AF 151660/3";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"0000";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS";"00";"Sem informação"
